113,1.254
110,1.284
83,1.496
119,1.246
115,1.315
89,1.432
89,1.404
115,1.205
110,1.31
98,1.343
131,1.099
88,1.46
103,1.321
114,1.152
82,1.382
110,1.24
96,1.384
93,1.265
112,1.239
109,1.212
100,1.291
99,1.309
88,1.338
99,1.24
97,1.308
101,1.338
111,1.199
96,1.403
88,1.414
106,1.25
